area,perimeter,eccentricity,solidity,orientation,mean_intensity,max_intensity,min_intensity,extent,feret_diameter_max,major_axis_length,minor_axis_length,equivalent_diameter,bbox_area,convex_area,aspect_ratio,roundness,circularity,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,image_id
1945.1328671328672,183.35766721735487,0.735906277553956,0.9126367682774369,-0.016403412231634315,30.641973603193584,80.66433566433567,11.678321678321678,0.635997475131128,65.8091397933744,62.74348863304924,38.46419480070711,47.08873769327953,3213.237762237762,2176.146853146853,1.688729064283784,0.6048131763509923,0.6876832986750331,0.19828345551636206,0.012026076151047484,0.0015363665956706603,0.0004809483157833579,7.467654369089232e-06,0.00011631787830649277,-1.5371971300344707e-07,r01c01f01_median_aggregated
1412.0,150.8167002533928,0.7261332758842899,0.9226011619900499,0.019310381610524716,32.26709027112828,62.7654028436019,15.296208530805687,0.6564926226498015,54.897593626211716,52.29480609052444,33.1944227928367,40.198080963892146,2240.883886255924,1543.5331753554503,1.6475103970171214,0.6221842021998654,0.7273726820808313,0.19315862983472434,0.010312813352006034,0.0008572429015793061,9.905794384937235e-05,9.58341183180078e-08,1.0495276835985957e-05,-9.116633716982637e-09,r01c01f02_median_aggregated
2538.6602564102564,216.59437146522322,0.7523399502083082,0.8952358582239529,0.015426547994599017,27.25249440995207,83.19871794871794,9.775641025641026,0.6192264510764891,76.14434791362127,71.67665761106097,43.79552876841508,53.348703147054856,4259.865384615385,2905.7820512820513,1.7355111157524732,0.5817711251909077,0.6406142152941179,0.20340224805487778,0.013248610335775868,0.0015942310765215224,0.00027748305117223645,1.3426951554882033e-06,4.128084066827388e-05,-4.427078547319803e-07,r01c01f03_median_aggregated
3510.28,258.02202148523213,0.7822269631040306,0.8769895261684657,0.0025098838980880567,24.333678772737265,85.84,6.82,0.5966919852628646,92.44308359432127,86.05560977245004,50.97448849805738,62.537663342474495,6135.66,4069.8,1.8518998165490788,0.5420481426273208,0.6078297343900599,0.21441025482613227,0.01782147506840527,0.0017951365039210743,0.0002570990005337927,6.970505666114322e-07,2.1842240583019285e-05,-3.98184079379975e-07,r01c01f04_median_aggregated
1662.7076923076922,163.19965579743908,0.7322441069298197,0.9248698931337224,0.05132194507658782,32.9344319273943,70.53846153846153,14.810256410256411,0.6670118088865505,58.76153078719314,56.185249311188386,35.37944091154717,43.20910548529502,2615.4307692307693,1825.1333333333334,1.6540444271414845,0.6246305371611132,0.727626262053182,0.19187352699878196,0.010536225884150669,0.0007076033678660108,0.00013414764930848866,2.9150602020730815e-07,2.0043054333653178e-05,-1.1797512912197456e-08,r01c01f05_median_aggregated
3163.0185185185187,263.59350966485636,0.7635915156033328,0.8600602969078568,0.13580510733529463,35.760948189637766,98.77777777777777,11.666666666666666,0.5806516204376894,92.29533885840652,84.74244342697932,50.237844627696816,60.88732503816411,6198.888888888889,3922.703703703704,1.7433660720753974,0.5604972759164908,0.5904683870599058,0.2101033117871992,0.014762922073897886,0.0019645251685297405,0.0003323655647064906,1.0374070720263013e-06,2.550676936555281e-05,-6.216056641325655e-08,r01c01f06_median_aggregated
3765.294117647059,273.5519595535541,0.746881943936319,0.868467299365067,-0.07767074392088358,27.098892255457354,99.38235294117646,6.735294117647059,0.6041014360521662,93.29284055451535,87.25630379581008,54.59465004715177,65.02935404042415,6570.088235294118,4505.5,1.6693235178426566,0.5791995245798551,0.6081655618063135,0.20298833577042877,0.011210292843669208,0.0015286828160976163,0.00012891935632661493,8.868048179916167e-08,5.202843718393823e-06,-6.065778910307432e-08,r01c01f07_median_aggregated
2739.1428571428573,219.47708293877616,0.7252562770250917,0.899720792264974,0.19802844587460916,31.481688694909977,92.88571428571429,9.657142857142857,0.6180958699146568,77.5352813488098,72.79200046079568,45.799846293392676,54.923125606085804,4643.442857142857,3105.2428571428572,1.9547479244921573,0.6027296302236081,0.6490040202741346,0.22960366966276194,0.06880734362265255,0.0029697437542895977,0.0006302254178005623,1.4696884998877135e-05,0.00012015961237146727,-2.2405691093394778e-05,r01c01f08_median_aggregated
1947.8075117370893,180.3280315458179,0.7495420820271966,0.910518326410356,-0.07955077305743534,29.270013067631275,71.85915492957747,11.737089201877934,0.640942364869729,65.29538168354844,61.76221602997181,37.68235370472575,46.39541901216746,3180.4647887323945,2162.093896713615,1.700232787066973,0.5952456536169113,0.6845468681857664,0.19747223424800373,0.011560644541529873,0.0010393660000137467,0.00015963726897434374,2.6571696328310014e-07,2.3440307293205973e-05,1.8056666383646223e-08,r01c01f09_median_aggregated
1008.1419141914191,122.97718442669189,0.7182248822765143,0.9331138544535779,0.030322127074392257,38.88712092218146,75.32343234323433,17.696369636963695,0.674292114987731,44.95937821681286,43.11572348254082,27.803932289326696,33.67510602075835,1559.5478547854786,1090.6303630363036,1.5826340507229157,0.6425180508846104,0.7708992795113914,0.18653356833054624,0.00799793283204055,0.0006595209778130127,8.593684430127229e-05,3.2078234772392945e-07,1.0364031673146281e-05,-1.0311383869280258e-08,r01c02f01_median_aggregated
719.2801251956181,103.42535391045583,0.7240990789713815,0.9333328559588522,0.06681267024711356,37.15012949193352,60.527386541471046,19.06259780907668,0.6748979731567971,38.22997157870606,36.985059534173054,23.72626837855666,28.788199136004756,1091.1173708920187,775.2566510172144,1.6041020534237203,0.6356132195615808,0.7860050537169261,0.18845384898507672,0.008795536145090722,0.0007473358558437293,9.101437372160907e-05,1.0630045365226432e-07,7.487164789072229e-06,-1.467009293185915e-08,r01c02f02_median_aggregated
2035.5628415300546,191.29482281651295,0.7391791426709092,0.902869389740728,0.031525113426340894,34.21808475290683,88.82513661202186,12.71584699453552,0.6324060184405444,68.48723082127395,64.43496714613775,39.23059081051321,47.991532370827734,3451.2295081967213,2307.4590163934427,1.7230284482714286,0.5961211804607647,0.6660798490327883,0.20113448145759824,0.013008866662779032,0.0014031964561792617,0.00020170203226856816,3.660767370584063e-07,2.1746019152779902e-05,-1.450992346627847e-07,r01c02f03_median_aggregated
1968.9615384615386,190.85838940827,0.7692079310763086,0.9054983805640019,0.031561256004036184,35.13920590641381,104.71153846153847,11.0,0.6195401370303706,70.40192186971692,66.81191194076396,38.00517715681168,47.94595997224621,3365.701923076923,2210.798076923077,1.8377595266467233,0.5601515537907544,0.6570852807715277,0.2092191074950476,0.016145785853958858,0.001637254027316458,0.00027653940659794196,9.682970291147133e-07,4.6966283447413324e-05,-9.20464269437679e-08,r01c02f04_median_aggregated
1532.9019607843138,159.50604551000563,0.725989033045927,0.9202185448976814,0.0453971108931738,34.834501441126655,80.28235294117647,13.062745098039215,0.6481887811424868,57.872125384228276,54.80179574440559,34.33977885149818,41.8897997008676,2493.843137254902,1682.4627450980392,1.625253929475233,0.6249967812046524,0.7198763259643122,0.1912516158465991,0.009479632876253896,0.0008841377753488229,0.00015105315834095255,6.030643158915626e-07,2.6041105904326623e-05,2.6543027231117936e-08,r01c02f05_median_aggregated
2300.935064935065,208.9007579121571,0.7676037646822567,0.9073279874753429,0.007494371228396522,34.01044321519789,99.41558441558442,10.246753246753247,0.6171164192728714,76.31428460028128,72.32476350885763,41.21491589110353,52.06321199449361,3899.779220779221,2557.8311688311687,1.8528619954784373,0.5602947984262585,0.6407296062468655,0.20995171134920942,0.017606649418909,0.0014753917871510617,0.00028738837623874943,7.974522630839563e-07,4.7925352994080295e-05,-2.433878708240427e-07,r01c02f06_median_aggregated
1998.279569892473,182.92964464222774,0.7093934086689574,0.9156485938882769,0.082061200653559,38.48076887232307,104.44086021505376,13.806451612903226,0.6422688356982843,65.06233020651922,60.78929787884396,39.51965458785452,47.19567463067944,3254.1612903225805,2218.7526881720432,1.5919854466057823,0.635225525735651,0.694438195852982,0.19061984625814066,0.008671502568586124,0.0009296369338589532,0.0001131846978839396,1.0446983803565236e-07,1.338417772128106e-05,-2.1121530095881375e-08,r01c02f07_median_aggregated
2444.625,203.24230236114985,0.7196305321558943,0.9114105230604856,0.019814919326235875,31.324002542740384,98.33928571428571,10.071428571428571,0.6433659585077081,72.29334143844312,68.07007346405014,43.07732899916464,52.13142557122602,3987.5714285714284,2721.1071428571427,1.6177493970552934,0.6253369152769819,0.6850089559615277,0.19256437675812235,0.009454939103705125,0.0009954772926955581,0.0001111524220190948,1.2897942978296798e-07,9.655429462230423e-06,-3.873599187864954e-09,r01c02f08_median_aggregated
1063.670807453416,128.97861134264613,0.7180964176043391,0.9244958398729379,0.16901604181325477,33.94154879850641,71.45962732919254,14.322981366459627,0.6643946215412537,46.85910618523918,44.926081222304006,28.75887154042787,34.6712723216181,1680.9689440993789,1168.857142857143,1.619456342185396,0.6351140926706327,0.7515010279888389,0.19259793709377615,0.011818319595182576,0.0014653457000672109,0.0005524252751148914,6.348051255501093e-05,0.0003246831321036947,-1.0268261178239562e-06,r01c02f09_median_aggregated
